Out Page: ADD:16916,PADD:20,V:0, Pnum:66, Fnum:0, Off:20
Out Page: ADD:5003,PADD:13707,V:-30, Pnum:19, Fnum:13568, Off:139
Out Page: ADD:50227,PADD:13875,V:12, Pnum:196, Fnum:13824, Off:51
Out Page: ADD:19358,PADD:14238,V:18, Pnum:75, Fnum:14080, Off:158
Out Page: ADD:36529,PADD:14513,V:0, Pnum:142, Fnum:14336, Off:177
Out Page: ADD:10392,PADD:14744,V:0, Pnum:40, Fnum:14592, Off:152
Out Page: ADD:58882,PADD:14850,V:57, Pnum:230, Fnum:14848, Off:2
Out Page: ADD:5129,PADD:15113,V:0, Pnum:20, Fnum:15104, Off:9
Out Page: ADD:58554,PADD:15546,V:57, Pnum:228, Fnum:15360, Off:186
TLB Hit: ADD:58584,PADD:15576,V:0, Pnum:228, Fnum:15360, Off:216
Out Page: ADD:27444,PADD:15668,V:0, Pnum:107, Fnum:15616, Off:52
TLB Hit: ADD:58982,PADD:14950,V:57, Pnum:230, Fnum:14848, Off:102
Out Page: ADD:51476,PADD:15892,V:0, Pnum:201, Fnum:15872, Off:20
IN Page: ADD:6796,PADD:6796,V:0, Pnum:26, Fnum:6656, Off:140
IN Page: ADD:21311,PADD:9023,V:-49, Pnum:83, Fnum:8960, Off:63
Out Page: ADD:30705,PADD:16369,V:0, Pnum:119, Fnum:16128, Off:241
Out Page: ADD:28964,PADD:16420,V:0, Pnum:113, Fnum:16384, Off:36
IN Page: ADD:41003,PADD:8747,V:10, Pnum:160, Fnum:8704, Off:43
Out Page: ADD:20259,PADD:16675,V:-56, Pnum:79, Fnum:16640, Off:35
IN Page: ADD:57857,PADD:3073,V:0, Pnum:226, Fnum:3072, Off:1
Out Page: ADD:63258,PADD:16922,V:61, Pnum:247, Fnum:16896, Off:26
TLB Hit: ADD:36374,PADD:14358,V:35, Pnum:142, Fnum:14336, Off:22
Out Page: ADD:692,PADD:17332,V:0, Pnum:2, Fnum:17152, Off:180
Out Page: ADD:43121,PADD:17521,V:0, Pnum:168, Fnum:17408, Off:113
Out Page: ADD:48128,PADD:17664,V:0, Pnum:188, Fnum:17664, Off:0
Out Page: ADD:34561,PADD:17921,V:0, Pnum:135, Fnum:17920, Off:1
IN Page: ADD:49213,PADD:8509,V:0, Pnum:192, Fnum:8448, Off:61
Out Page: ADD:36922,PADD:18234,V:36, Pnum:144, Fnum:18176, Off:58
IN Page: ADD:59162,PADD:10266,V:57, Pnum:231, Fnum:10240, Off:26
Out Page: ADD:50552,PADD:18552,V:0, Pnum:197, Fnum:18432, Off:120
IN Page: ADD:17866,PADD:9930,V:17, Pnum:69, Fnum:9728, Off:202
Out Page: ADD:18145,PADD:18913,V:0, Pnum:70, Fnum:18688, Off:225
Out Page: ADD:3884,PADD:18988,V:0, Pnum:15, Fnum:18944, Off:44
Out Page: ADD:54388,PADD:19316,V:0, Pnum:212, Fnum:19200, Off:116
Out Page: ADD:42932,PADD:19636,V:0, Pnum:167, Fnum:19456, Off:180
Out Page: ADD:46919,PADD:19783,V:-47, Pnum:183, Fnum:19712, Off:71
IN Page: ADD:58892,PADD:14860,V:0, Pnum:230, Fnum:14848, Off:12
Out Page: ADD:8620,PADD:20140,V:0, Pnum:33, Fnum:19968, Off:172
Out Page: ADD:38336,PADD:20416,V:0, Pnum:149, Fnum:20224, Off:192
IN Page: ADD:64357,PADD:4965,V:0, Pnum:251, Fnum:4864, Off:101
Out Page: ADD:23387,PADD:20571,V:-42, Pnum:91, Fnum:20480, Off:91
Out Page: ADD:42632,PADD:20872,V:0, Pnum:166, Fnum:20736, Off:136
Out Page: ADD:15913,PADD:21033,V:0, Pnum:62, Fnum:20992, Off:41
IN Page: ADD:15679,PADD:11839,V:79, Pnum:61, Fnum:11776, Off:63
IN Page: ADD:22501,PADD:11493,V:0, Pnum:87, Fnum:11264, Off:229
Out Page: ADD:37540,PADD:21412,V:0, Pnum:146, Fnum:21248, Off:164
Out Page: ADD:5527,PADD:21655,V:101, Pnum:21, Fnum:21504, Off:151
Out Page: ADD:63921,PADD:21937,V:0, Pnum:249, Fnum:21760, Off:177
IN Page: ADD:62716,PADD:508,V:0, Pnum:244, Fnum:256, Off:252
IN Page: ADD:32874,PADD:4202,V:32, Pnum:128, Fnum:4096, Off:106
TLB Hit: ADD:64390,PADD:4998,V:62, Pnum:251, Fnum:4864, Off:134
Out Page: ADD:63101,PADD:22141,V:0, Pnum:246, Fnum:22016, Off:125
Out Page: ADD:61802,PADD:22378,V:60, Pnum:241, Fnum:22272, Off:106
Out Page: ADD:19648,PADD:22720,V:0, Pnum:76, Fnum:22528, Off:192
IN Page: ADD:29031,PADD:16487,V:89, Pnum:113, Fnum:16384, Off:103
IN Page: ADD:44981,PADD:13237,V:0, Pnum:175, Fnum:13056, Off:181
IN Page: ADD:28092,PADD:3516,V:0, Pnum:109, Fnum:3328, Off:188
Out Page: ADD:9448,PADD:23016,V:0, Pnum:36, Fnum:22784, Off:232
IN Page: ADD:44744,PADD:11208,V:0, Pnum:174, Fnum:11008, Off:200
Out Page: ADD:61496,PADD:23096,V:0, Pnum:240, Fnum:23040, Off:56
Out Page: ADD:31453,PADD:23517,V:0, Pnum:122, Fnum:23296, Off:221
Out Page: ADD:60746,PADD:23626,V:59, Pnum:237, Fnum:23552, Off:74
IN Page: ADD:12199,PADD:2727,V:-23, Pnum:47, Fnum:2560, Off:167
Out Page: ADD:62255,PADD:23855,V:-53, Pnum:243, Fnum:23808, Off:47
Out Page: ADD:21793,PADD:24097,V:0, Pnum:85, Fnum:24064, Off:33
Out Page: ADD:26544,PADD:24496,V:0, Pnum:103, Fnum:24320, Off:176
Out Page: ADD:14964,PADD:24692,V:0, Pnum:58, Fnum:24576, Off:116
Out Page: ADD:41462,PADD:25078,V:40, Pnum:161, Fnum:24832, Off:246
Out Page: ADD:56089,PADD:25113,V:0, Pnum:219, Fnum:25088, Off:25
Out Page: ADD:52038,PADD:25414,V:50, Pnum:203, Fnum:25344, Off:70
Out Page: ADD:47982,PADD:25710,V:46, Pnum:187, Fnum:25600, Off:110
Out Page: ADD:59484,PADD:25948,V:0, Pnum:232, Fnum:25856, Off:92
Out Page: ADD:50924,PADD:26348,V:0, Pnum:198, Fnum:26112, Off:236
Out Page: ADD:6942,PADD:26398,V:6, Pnum:27, Fnum:26368, Off:30
Out Page: ADD:34998,PADD:26806,V:34, Pnum:136, Fnum:26624, Off:182
Out Page: ADD:27069,PADD:27069,V:0, Pnum:105, Fnum:26880, Off:189
Out Page: ADD:51926,PADD:27350,V:50, Pnum:202, Fnum:27136, Off:214
IN Page: ADD:60645,PADD:7397,V:0, Pnum:236, Fnum:7168, Off:229
IN Page: ADD:43181,PADD:17581,V:0, Pnum:168, Fnum:17408, Off:173
Out Page: ADD:10559,PADD:27455,V:79, Pnum:41, Fnum:27392, Off:63
Out Page: ADD:4664,PADD:27704,V:0, Pnum:18, Fnum:27648, Off:56
Out Page: ADD:28578,PADD:28066,V:27, Pnum:111, Fnum:27904, Off:162
TLB Hit: ADD:59516,PADD:25980,V:0, Pnum:232, Fnum:25856, Off:124
IN Page: ADD:38912,PADD:3840,V:0, Pnum:152, Fnum:3840, Off:0
Out Page: ADD:63562,PADD:28234,V:62, Pnum:248, Fnum:28160, Off:74
IN Page: ADD:64846,PADD:2126,V:63, Pnum:253, Fnum:2048, Off:78
Out Page: ADD:62938,PADD:28634,V:61, Pnum:245, Fnum:28416, Off:218
Out Page: ADD:27194,PADD:28730,V:26, Pnum:106, Fnum:28672, Off:58
IN Page: ADD:28804,PADD:1412,V:0, Pnum:112, Fnum:1280, Off:132
IN Page: ADD:61703,PADD:22279,V:65, Pnum:241, Fnum:22272, Off:7
IN Page: ADD:10998,PADD:12534,V:10, Pnum:42, Fnum:12288, Off:246
Out Page: ADD:6596,PADD:29124,V:0, Pnum:25, Fnum:28928, Off:196
Out Page: ADD:37721,PADD:29273,V:0, Pnum:147, Fnum:29184, Off:89
Out Page: ADD:43430,PADD:29606,V:42, Pnum:169, Fnum:29440, Off:166
IN Page: ADD:22692,PADD:2980,V:0, Pnum:88, Fnum:2816, Off:164
TLB Hit: ADD:62971,PADD:28667,V:126, Pnum:245, Fnum:28416, Off:251
Out Page: ADD:47125,PADD:29717,V:0, Pnum:184, Fnum:29696, Off:21
Out Page: ADD:52521,PADD:29993,V:0, Pnum:205, Fnum:29952, Off:41
IN Page: ADD:34646,PADD:18006,V:33, Pnum:135, Fnum:17920, Off:86
IN Page: ADD:32889,PADD:4217,V:0, Pnum:128, Fnum:4096, Off:121
Out Page: ADD:13055,PADD:30463,V:-65, Pnum:50, Fnum:30208, Off:255
Out Page: ADD:65416,PADD:30600,V:0, Pnum:255, Fnum:30464, Off:136
TLB Hit: ADD:62869,PADD:28565,V:0, Pnum:245, Fnum:28416, Off:149
Out Page: ADD:57314,PADD:30946,V:55, Pnum:223, Fnum:30720, Off:226
Out Page: ADD:12659,PADD:31091,V:92, Pnum:49, Fnum:30976, Off:115
Out Page: ADD:14052,PADD:31460,V:0, Pnum:54, Fnum:31232, Off:228
TLB Hit: ADD:32956,PADD:4284,V:0, Pnum:128, Fnum:4096, Off:188
IN Page: ADD:49273,PADD:8569,V:0, Pnum:192, Fnum:8448, Off:121
IN Page: ADD:50352,PADD:14000,V:0, Pnum:196, Fnum:13824, Off:176
Out Page: ADD:49737,PADD:31561,V:0, Pnum:194, Fnum:31488, Off:73
Out Page: ADD:15555,PADD:31939,V:48, Pnum:60, Fnum:31744, Off:195
Out Page: ADD:47475,PADD:32115,V:92, Pnum:185, Fnum:32000, Off:115
Out Page: ADD:15328,PADD:32480,V:0, Pnum:59, Fnum:32256, Off:224
TLB Hit: ADD:34621,PADD:17981,V:0, Pnum:135, Fnum:17920, Off:61
Out Page: ADD:51365,PADD:32677,V:0, Pnum:200, Fnum:32512, Off:165
TLB Hit: ADD:32820,PADD:4148,V:0, Pnum:128, Fnum:4096, Off:52
Out Page: ADD:48855,PADD:215,V:-75, Pnum:190, Fnum:0, Off:215
IN Page: ADD:12224,PADD:2752,V:0, Pnum:47, Fnum:2560, Off:192
Out Page: ADD:2035,PADD:755,V:-4, Pnum:7, Fnum:512, Off:243
IN Page: ADD:60539,PADD:7291,V:30, Pnum:236, Fnum:7168, Off:123
Out Page: ADD:14595,PADD:771,V:64, Pnum:57, Fnum:768, Off:3
TLB Hit: ADD:13853,PADD:31261,V:0, Pnum:54, Fnum:31232, Off:29
Out Page: ADD:24143,PADD:1615,V:-109, Pnum:94, Fnum:1536, Off:79
TLB Hit: ADD:15216,PADD:32368,V:0, Pnum:59, Fnum:32256, Off:112
Out Page: ADD:8113,PADD:1969,V:0, Pnum:31, Fnum:1792, Off:177
IN Page: ADD:22640,PADD:2928,V:0, Pnum:88, Fnum:2816, Off:112
IN Page: ADD:32978,PADD:4306,V:32, Pnum:128, Fnum:4096, Off:210
IN Page: ADD:39151,PADD:4079,V:59, Pnum:152, Fnum:3840, Off:239
IN Page: ADD:19520,PADD:22592,V:0, Pnum:76, Fnum:22528, Off:64
Out Page: ADD:58141,PADD:2333,V:0, Pnum:227, Fnum:2304, Off:29
IN Page: ADD:63959,PADD:21975,V:117, Pnum:249, Fnum:21760, Off:215
Out Page: ADD:53040,PADD:3632,V:0, Pnum:207, Fnum:3584, Off:48
Out Page: ADD:55842,PADD:4386,V:54, Pnum:218, Fnum:4352, Off:34
IN Page: ADD:585,PADD:17225,V:0, Pnum:2, Fnum:17152, Off:73
IN Page: ADD:51229,PADD:32541,V:0, Pnum:200, Fnum:32512, Off:29
Out Page: ADD:64181,PADD:4789,V:0, Pnum:250, Fnum:4608, Off:181
Out Page: ADD:54879,PADD:5215,V:-105, Pnum:214, Fnum:5120, Off:95
Out Page: ADD:28210,PADD:5426,V:27, Pnum:110, Fnum:5376, Off:50
IN Page: ADD:10268,PADD:14620,V:0, Pnum:40, Fnum:14592, Off:28
IN Page: ADD:15395,PADD:31779,V:8, Pnum:60, Fnum:31744, Off:35
IN Page: ADD:12884,PADD:30292,V:0, Pnum:50, Fnum:30208, Off:84
Out Page: ADD:2149,PADD:5733,V:0, Pnum:8, Fnum:5632, Off:101
Out Page: ADD:53483,PADD:6123,V:58, Pnum:208, Fnum:5888, Off:235
IN Page: ADD:59606,PADD:26070,V:58, Pnum:232, Fnum:25856, Off:214
IN Page: ADD:14981,PADD:24709,V:0, Pnum:58, Fnum:24576, Off:133
Out Page: ADD:36672,PADD:6208,V:0, Pnum:143, Fnum:6144, Off:64
Out Page: ADD:23197,PADD:6557,V:0, Pnum:90, Fnum:6400, Off:157
IN Page: ADD:36518,PADD:14502,V:35, Pnum:142, Fnum:14336, Off:166
Out Page: ADD:13361,PADD:6961,V:0, Pnum:52, Fnum:6912, Off:49
Out Page: ADD:19810,PADD:7522,V:19, Pnum:77, Fnum:7424, Off:98
Out Page: ADD:25955,PADD:7779,V:88, Pnum:101, Fnum:7680, Off:99
IN Page: ADD:62678,PADD:470,V:61, Pnum:244, Fnum:256, Off:214
TLB Hit: ADD:26021,PADD:7845,V:0, Pnum:101, Fnum:7680, Off:165
Out Page: ADD:29409,PADD:8161,V:0, Pnum:114, Fnum:7936, Off:225
Out Page: ADD:38111,PADD:8415,V:55, Pnum:148, Fnum:8192, Off:223
IN Page: ADD:58573,PADD:15565,V:0, Pnum:228, Fnum:15360, Off:205
Out Page: ADD:56840,PADD:9224,V:0, Pnum:222, Fnum:9216, Off:8
IN Page: ADD:41306,PADD:24922,V:40, Pnum:161, Fnum:24832, Off:90
IN Page: ADD:54426,PADD:19354,V:53, Pnum:212, Fnum:19200, Off:154
IN Page: ADD:3617,PADD:10017,V:0, Pnum:14, Fnum:9984, Off:33
IN Page: ADD:50652,PADD:18652,V:0, Pnum:197, Fnum:18432, Off:220
TLB Hit: ADD:41452,PADD:25068,V:0, Pnum:161, Fnum:24832, Off:236
IN Page: ADD:20241,PADD:16657,V:0, Pnum:79, Fnum:16640, Off:17
IN Page: ADD:31723,PADD:12267,V:-6, Pnum:123, Fnum:12032, Off:235
Out Page: ADD:53747,PADD:9715,V:124, Pnum:209, Fnum:9472, Off:243
IN Page: ADD:28550,PADD:28038,V:27, Pnum:111, Fnum:27904, Off:134
IN Page: ADD:23402,PADD:20586,V:22, Pnum:91, Fnum:20480, Off:106
Out Page: ADD:21205,PADD:1237,V:0, Pnum:82, Fnum:1024, Off:213
IN Page: ADD:56181,PADD:25205,V:0, Pnum:219, Fnum:25088, Off:117
Out Page: ADD:57470,PADD:10622,V:56, Pnum:224, Fnum:10496, Off:126
Out Page: ADD:39933,PADD:11005,V:0, Pnum:155, Fnum:10752, Off:253
IN Page: ADD:34964,PADD:26772,V:0, Pnum:136, Fnum:26624, Off:148
Out Page: ADD:24781,PADD:11725,V:0, Pnum:96, Fnum:11520, Off:205
Out Page: ADD:41747,PADD:12563,V:-60, Pnum:163, Fnum:12544, Off:19
IN Page: ADD:62564,PADD:356,V:0, Pnum:244, Fnum:256, Off:100
IN Page: ADD:58461,PADD:15453,V:0, Pnum:228, Fnum:15360, Off:93
Out Page: ADD:20858,PADD:12922,V:20, Pnum:81, Fnum:12800, Off:122
IN Page: ADD:49301,PADD:8597,V:0, Pnum:192, Fnum:8448, Off:149
Out Page: ADD:40572,PADD:13436,V:0, Pnum:158, Fnum:13312, Off:124
Out Page: ADD:23840,PADD:13600,V:0, Pnum:93, Fnum:13568, Off:32
Out Page: ADD:35278,PADD:14286,V:34, Pnum:137, Fnum:14080, Off:206
IN Page: ADD:62905,PADD:28601,V:0, Pnum:245, Fnum:28416, Off:185
Out Page: ADD:56650,PADD:15178,V:55, Pnum:221, Fnum:15104, Off:74
Out Page: ADD:11149,PADD:15757,V:0, Pnum:43, Fnum:15616, Off:141
IN Page: ADD:38920,PADD:3848,V:0, Pnum:152, Fnum:3840, Off:8
IN Page: ADD:23430,PADD:20614,V:22, Pnum:91, Fnum:20480, Off:134
IN Page: ADD:57592,PADD:10744,V:0, Pnum:224, Fnum:10496, Off:248
Out Page: ADD:3080,PADD:15880,V:0, Pnum:12, Fnum:15872, Off:8
IN Page: ADD:6677,PADD:6677,V:0, Pnum:26, Fnum:6656, Off:21
IN Page: ADD:50704,PADD:26128,V:0, Pnum:198, Fnum:26112, Off:16
IN Page: ADD:51883,PADD:27307,V:-86, Pnum:202, Fnum:27136, Off:171
TLB Hit: ADD:62799,PADD:28495,V:83, Pnum:245, Fnum:28416, Off:79
Out Page: ADD:20188,PADD:9180,V:0, Pnum:78, Fnum:8960, Off:220
Out Page: ADD:1245,PADD:16349,V:0, Pnum:4, Fnum:16128, Off:221
IN Page: ADD:12220,PADD:2748,V:0, Pnum:47, Fnum:2560, Off:188
Out Page: ADD:17602,PADD:8898,V:17, Pnum:68, Fnum:8704, Off:194
IN Page: ADD:28609,PADD:28097,V:0, Pnum:111, Fnum:27904, Off:193
IN Page: ADD:42694,PADD:20934,V:41, Pnum:166, Fnum:20736, Off:198
Out Page: ADD:29826,PADD:3202,V:29, Pnum:116, Fnum:3072, Off:130
IN Page: ADD:13827,PADD:31235,V:-128, Pnum:54, Fnum:31232, Off:3
IN Page: ADD:27336,PADD:28872,V:0, Pnum:106, Fnum:28672, Off:200
IN Page: ADD:53343,PADD:5983,V:23, Pnum:208, Fnum:5888, Off:95
Out Page: ADD:11533,PADD:16909,V:0, Pnum:45, Fnum:16896, Off:13
Out Page: ADD:41713,PADD:17905,V:0, Pnum:162, Fnum:17664, Off:241
Out Page: ADD:33890,PADD:18274,V:33, Pnum:132, Fnum:18176, Off:98
Out Page: ADD:4894,PADD:10270,V:4, Pnum:19, Fnum:10240, Off:30
IN Page: ADD:57599,PADD:10751,V:63, Pnum:224, Fnum:10496, Off:255
IN Page: ADD:3870,PADD:18974,V:3, Pnum:15, Fnum:18944, Off:30
IN Page: ADD:58622,PADD:15614,V:57, Pnum:228, Fnum:15360, Off:254
TLB Hit: ADD:29780,PADD:3156,V:0, Pnum:116, Fnum:3072, Off:84
IN Page: ADD:62553,PADD:345,V:0, Pnum:244, Fnum:256, Off:89
IN Page: ADD:2303,PADD:5887,V:63, Pnum:8, Fnum:5632, Off:255
IN Page: ADD:51915,PADD:27339,V:-78, Pnum:202, Fnum:27136, Off:203
Out Page: ADD:6251,PADD:9835,V:26, Pnum:24, Fnum:9728, Off:107
IN Page: ADD:38107,PADD:8411,V:54, Pnum:148, Fnum:8192, Off:219
Out Page: ADD:59325,PADD:18877,V:0, Pnum:231, Fnum:18688, Off:189
Out Page: ADD:61295,PADD:19567,V:-37, Pnum:239, Fnum:19456, Off:111
Out Page: ADD:26699,PADD:19787,V:18, Pnum:104, Fnum:19712, Off:75
Out Page: ADD:51188,PADD:15092,V:0, Pnum:199, Fnum:14848, Off:244
IN Page: ADD:59519,PADD:25983,V:31, Pnum:232, Fnum:25856, Off:127
Out Page: ADD:7345,PADD:20145,V:0, Pnum:28, Fnum:19968, Off:177
IN Page: ADD:20325,PADD:16741,V:0, Pnum:79, Fnum:16640, Off:101
Out Page: ADD:39633,PADD:20433,V:0, Pnum:154, Fnum:20224, Off:209
Out Page: ADD:1562,PADD:21018,V:1, Pnum:6, Fnum:20992, Off:26
Out Page: ADD:7580,PADD:11932,V:0, Pnum:29, Fnum:11776, Off:156
IN Page: ADD:8170,PADD:2026,V:7, Pnum:31, Fnum:1792, Off:234
IN Page: ADD:62256,PADD:23856,V:0, Pnum:243, Fnum:23808, Off:48
Out Page: ADD:35823,PADD:11503,V:-5, Pnum:139, Fnum:11264, Off:239
Out Page: ADD:27790,PADD:21390,V:27, Pnum:108, Fnum:21248, Off:142
Out Page: ADD:13191,PADD:21639,V:-31, Pnum:51, Fnum:21504, Off:135
Out Page: ADD:9772,PADD:4908,V:0, Pnum:38, Fnum:4864, Off:44
TLB Hit: ADD:7477,PADD:11829,V:0, Pnum:29, Fnum:11776, Off:53
Out Page: ADD:44455,PADD:22183,V:105, Pnum:173, Fnum:22016, Off:167
TLB Hit: ADD:59546,PADD:26010,V:58, Pnum:232, Fnum:25856, Off:154
IN Page: ADD:49347,PADD:8643,V:48, Pnum:192, Fnum:8448, Off:195
IN Page: ADD:36539,PADD:14523,V:-82, Pnum:142, Fnum:14336, Off:187
Out Page: ADD:12453,PADD:16549,V:0, Pnum:48, Fnum:16384, Off:165
Out Page: ADD:49640,PADD:13288,V:0, Pnum:193, Fnum:13056, Off:232
IN Page: ADD:28290,PADD:5506,V:27, Pnum:110, Fnum:5376, Off:130
Out Page: ADD:44817,PADD:3345,V:0, Pnum:175, Fnum:3328, Off:17
Out Page: ADD:8565,PADD:22901,V:0, Pnum:33, Fnum:22784, Off:117
Out Page: ADD:16399,PADD:11023,V:3, Pnum:64, Fnum:11008, Off:15
IN Page: ADD:41934,PADD:12750,V:40, Pnum:163, Fnum:12544, Off:206
Out Page: ADD:45457,PADD:23185,V:0, Pnum:177, Fnum:23040, Off:145
IN Page: ADD:33856,PADD:18240,V:0, Pnum:132, Fnum:18176, Off:64
IN Page: ADD:19498,PADD:22570,V:19, Pnum:76, Fnum:22528, Off:42
IN Page: ADD:17661,PADD:8957,V:0, Pnum:68, Fnum:8704, Off:253
IN Page: ADD:63829,PADD:21845,V:0, Pnum:249, Fnum:21760, Off:85
Out Page: ADD:42034,PADD:23346,V:41, Pnum:164, Fnum:23296, Off:50
Out Page: ADD:28928,PADD:23552,V:0, Pnum:113, Fnum:23552, Off:0
Out Page: ADD:30711,PADD:24311,V:-3, Pnum:119, Fnum:24064, Off:247
Out Page: ADD:8800,PADD:24416,V:0, Pnum:34, Fnum:24320, Off:96
Out Page: ADD:52335,PADD:25455,V:27, Pnum:204, Fnum:25344, Off:111
Out Page: ADD:38775,PADD:25719,V:-35, Pnum:151, Fnum:25600, Off:119
IN Page: ADD:52704,PADD:30176,V:0, Pnum:205, Fnum:29952, Off:224
Out Page: ADD:24380,PADD:26428,V:0, Pnum:95, Fnum:26368, Off:60
TLB Hit: ADD:19602,PADD:22674,V:19, Pnum:76, Fnum:22528, Off:146
Out Page: ADD:57998,PADD:27022,V:56, Pnum:226, Fnum:26880, Off:142
Out Page: ADD:2919,PADD:17511,V:-39, Pnum:11, Fnum:17408, Off:103
Out Page: ADD:8362,PADD:27562,V:8, Pnum:32, Fnum:27392, Off:170
Out Page: ADD:17884,PADD:27868,V:0, Pnum:69, Fnum:27648, Off:220
Out Page: ADD:45737,PADD:28329,V:0, Pnum:178, Fnum:28160, Off:169
Out Page: ADD:47894,PADD:2070,V:46, Pnum:187, Fnum:2048, Off:22
Out Page: ADD:59667,PADD:1299,V:68, Pnum:233, Fnum:1280, Off:19
IN Page: ADD:10385,PADD:14737,V:0, Pnum:40, Fnum:14592, Off:145
Out Page: ADD:52782,PADD:22318,V:51, Pnum:206, Fnum:22272, Off:46
Out Page: ADD:64416,PADD:12448,V:0, Pnum:251, Fnum:12288, Off:160
Out Page: ADD:40946,PADD:29170,V:39, Pnum:159, Fnum:28928, Off:242
